ApsimVersion = 7.10 r4207
Title = Br1soybeanSIF1
           date DaysAfterSowing    day_of_year           MaxT           MinT           Radn            LAI            SLN    swdef_photo    BIOtotalDAY BIOshootDAYPot    BIOshootDAY      RootShoot     EcanDemand     EcanSupply             TE    RadIntDcaps        Biomass          Yield Fsingle_spectral_toc            GPP           FPAR         height          stage             Je            RUE Fsingle_spectral_tot         Fyield              P
   (dd/mm/yyyy)           (day)             ()           (oC)           (oC)   (MJ/m^2/day)      (m^2/m^2)      (mgN/m^2)             ()             ()             ()             ()             ()             ()             ()             ()             ()        (kg/ha)        (kg/ha)                   ()             ()             ()           (mm)             ()             ()             ()                   ()             ()             ()
     25/04/2017               0            115         22.020         11.070         16.010          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     26/04/2017               0            116         10.460          3.430         10.810          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     27/04/2017               0            117         12.470          0.680         16.270          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     28/04/2017               0            118          8.010          1.170          3.760          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     29/04/2017               0            119          7.810          3.120          2.780          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     30/04/2017               0            120          9.950          3.010          2.680          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     01/05/2017               0            121          7.960          3.390          7.500          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     02/05/2017               0            122         17.440          1.270         27.230          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     03/05/2017               0            123         15.250          4.390         14.770          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     04/05/2017               0            124         19.690          3.160         25.210          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     05/05/2017               0            125         23.150          5.350         27.310          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     06/05/2017               0            126         20.820          9.190         28.000          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     07/05/2017               0            127         24.470          6.500         27.580          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     08/05/2017               0            128         28.100         10.990         19.600          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     09/05/2017               0            129         25.920         15.000         26.470          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     10/05/2017               0            130         22.930         12.750         10.280          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     11/05/2017               0            131         21.920         10.140         25.310          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     12/05/2017               0            132         22.310          7.000         28.670          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     13/05/2017               0            133         26.220         10.600         28.280          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     14/05/2017               0            134         27.570         12.100         26.630          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     15/05/2017               0            135         27.450         16.570         23.250          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     16/05/2017               0            136         29.240         18.270         24.380          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     17/05/2017               0            137         25.660         15.300         17.450          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     18/05/2017               0            138         20.380         11.050         17.970          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     19/05/2017               0            139         14.220          7.900          7.250          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     20/05/2017               0            140         21.930          7.390         11.590          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     21/05/2017               0            141         15.850          6.090         15.210          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     22/05/2017               0            142         20.900          7.360         18.430          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     23/05/2017               0            143         15.870          9.480         13.260          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     24/05/2017               0            144         17.220          9.460         12.330          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     25/05/2017               0            145         22.530          6.630         28.530          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.000          0.000
     26/05/2017               1            146         25.230         13.040         28.060          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          1.999          0.000          0.000                0.000          0.000          0.000
     27/05/2017               2            147         23.540         12.140          8.250          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          2.000          0.000          0.000                0.000          0.000          0.000
     28/05/2017               3            148         24.830         10.540         29.170          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          2.369          0.000          0.000                0.000          0.000          0.000
     29/05/2017               4            149         21.820         10.690         27.070          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          2.518          0.000          0.000                0.000          0.000          0.000
     30/05/2017               5            150         23.090          8.980         27.710          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          2.663          0.000          0.000                0.000          0.000          0.000
     31/05/2017               6            151         23.110          8.980         30.070          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          2.808          0.000          0.000                0.000          0.000          0.000
     01/06/2017               7            152         26.610         13.010         29.710          0.011          6.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           10.5            0.0                0.000          0.000          0.000          0.000          3.000          0.000          0.000                0.000          0.000          0.000
     02/06/2017               8            153         28.520         15.180         25.820          0.013          6.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           11.6            0.0                0.000          0.000          0.000          0.000          3.227          0.000          0.000                0.000          0.000          0.000
     03/06/2017               9            154         30.340         17.610         28.770          0.016          5.143          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           13.1            0.0                0.000          0.000          0.000          0.195          3.460          0.000          0.000                0.000          0.000          0.000
     04/06/2017              10            155         31.080         19.000         27.870          0.020          4.325          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           14.9            0.0                0.000          0.000          0.000          0.461          3.706          0.000          0.000                0.000          0.000          0.000
     05/06/2017              11            156         28.120         15.850         30.150          0.025          3.688          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           17.3            0.0                0.000          0.000          0.000          0.783          3.906          0.000          0.000                0.000          0.000          0.000
     06/06/2017              12            157         26.740         14.020         30.240          0.032          3.147          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           20.4            0.0                0.000          0.000          0.000          1.215          4.000          0.000          0.000                0.000          0.000          0.000
     07/06/2017              13            158         27.220         13.150         28.760          0.040          2.727          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           24.1            0.0                0.000          0.000          0.000          1.762          4.021          0.000          0.000                0.000          0.000          0.000
     08/06/2017              14            159         28.640         14.770         28.700          0.050          2.422          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           28.6            0.0                0.000          0.000          0.000          2.418          4.038          0.000          0.000                0.000          0.000          0.000
     09/06/2017              15            160         30.550         15.290         28.120          0.062          2.188          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           34.2            0.0                0.000          0.000          0.000          3.233          4.056          0.000          0.000                0.000          0.000          0.000
     10/06/2017              16            161         32.320         18.370         28.860          0.077          2.004          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           41.3            0.0                0.000          0.000          0.000          4.229          4.076          0.000          0.000                0.000          0.000          0.000
     11/06/2017              17            162         33.700         22.530         29.010          0.096          1.854          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           50.2            0.0                0.000          0.000          0.000          5.495          4.097          0.000          0.000                0.000          0.000          0.000
     12/06/2017              18            163         32.470         23.510         20.950          0.113          1.732          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           58.2            0.0                0.000          0.000          0.000          7.079          4.120          0.000          0.000                0.000          0.000          0.000
     13/06/2017              19            164         33.600         23.050         26.470          0.139          1.657          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           70.0            0.0                0.000          0.000          0.000          8.501          4.142          0.000          0.000                0.000          0.000          0.000
     14/06/2017              20            165         29.980         20.270         26.890          0.171          1.581          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           84.7            0.0                0.000          0.000          0.000         10.612          4.163          0.000          0.000                0.000          0.000          0.000
     15/06/2017              21            166         33.080         18.370         29.310          0.213          1.518          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          104.1            0.0                0.000          0.000          0.000         13.223          4.182          0.000          0.000                0.000          0.000          0.000
     16/06/2017              22            167         30.280         20.120         25.840          0.258          1.463          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          125.3            0.0                0.000          0.000          0.000         16.692          4.204          0.000          0.000                0.000          0.000          0.000
     17/06/2017              23            168         28.640         16.920         18.870          0.299          1.423          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          143.9            0.0                0.000          0.000          0.000         20.468          4.221          0.000          0.000                0.000          0.000          0.000
     18/06/2017              24            169         25.220         14.790         26.910          0.364          1.397          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          174.3            0.0                0.000          0.000          0.000         23.783          4.235          0.000          0.000                0.000          0.000          0.000
     19/06/2017              25            170         27.700         13.600         27.100          0.439          1.368          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          211.0            0.0                0.000          0.000          0.000         29.197          4.250          0.000          0.000                0.000          0.000          0.000
     20/06/2017              26            171         31.470         14.910         28.150          0.532          1.358          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          256.3            0.0                0.000          0.000          0.000         35.749          4.268          0.000          0.000                0.000          0.000          0.000
     21/06/2017              27            172         31.560         16.130         22.930          0.579          1.348          1.000          4.424          2.212          2.212          1.000          1.495          1.495          1.479          6.940          278.4            0.0                0.460          5.818          0.303         43.824          4.287         10.182          0.319                6.563          0.013          0.134
     22/06/2017              28            173         32.920         19.200         14.650          0.626          1.339          1.000          4.447          2.224          2.224          1.000          1.342          1.342          1.657          4.738          300.7            0.0                0.301          5.849          0.323         47.767          4.307         10.235          0.469                4.297          0.013          0.197
     23/06/2017              29            174         24.130         15.080         25.550          0.678          1.333          1.000          5.065          2.533          2.533          1.000          1.059          1.059          2.392          8.769          326.0            0.0                0.583          6.662          0.343         51.731          4.321         11.658          0.289                8.323          0.013          0.122
     24/06/2017              30            175         25.440         11.200         25.390          0.732          1.329          1.000          5.304          2.652          2.652          1.000          1.411          1.411          1.879          9.256          352.5            0.0                0.614          6.975          0.365         56.246          4.332         12.207          0.287                8.770          0.013          0.121
     25/06/2017              31            176         23.220         10.070         28.670          0.785          1.327          1.000          5.543          2.772          2.772          1.000          1.378          1.378          2.011         11.053          380.2            0.0                0.740          7.290          0.386         60.974          4.342         12.758          0.251               10.558          0.014          0.106
     26/06/2017              32            177         22.100         11.650         22.730          0.840          1.330          1.000          5.726          2.863          2.863          1.000          1.126          1.126          2.543          9.220          408.8            0.0                0.605          7.531          0.406         65.915          4.352         13.179          0.311                8.637          0.013          0.132
     27/06/2017              33            178         26.870          9.900         30.260          0.902          1.333          1.000          6.592          3.296          3.296          1.000          2.123          2.123          1.553         12.881          441.8            0.0                0.857          8.670          0.426         71.020          4.364         15.173          0.256               12.231          0.014          0.109
     28/06/2017              34            179         30.240         18.980         25.340          0.967          1.338          1.000          7.244          3.622          3.622          1.000          2.107          2.107          1.719         11.329          478.0            0.0                0.738          9.528          0.447         76.896          4.385         16.674          0.320               10.539          0.013          0.136
     29/06/2017              35            180         28.260         18.840         21.830          1.033          1.347          1.000          7.678          3.839          3.839          1.000          1.800          1.800          2.133         10.231          516.4            0.0                0.655         10.099          0.469         83.354          4.404         17.672          0.375                9.353          0.013          0.160
     30/06/2017              36            181         27.720         18.340         25.650          1.103          1.358          1.000          8.338          4.169          4.169          1.000          2.050          2.050          2.034         12.557          558.1            0.0                0.812         10.966          0.490         90.198          4.423         19.191          0.332               11.594          0.013          0.142
     01/07/2017              37            182         26.760         14.620         29.720          1.177          1.371          1.000          8.894          4.447          4.447          1.000          2.476          2.476          1.796         15.176          602.6            0.0                0.991         11.698          0.511         97.631          4.439         20.472          0.293               14.140          0.013          0.125
     02/07/2017              38            183         29.160         17.930         11.040          1.244          1.383          1.000          8.092          4.046          4.046          1.000          1.724          1.724          2.346          5.872          643.0            0.0                0.350         10.643          0.532        105.560          4.459         18.625          0.689                4.993          0.012          0.295
     03/07/2017              39            184         30.320         18.780         25.080          1.325          1.394          1.000          9.905          4.952          4.952          1.000          2.850          2.850          1.738         13.799          692.6            0.0                0.881         13.027          0.550        112.773          4.480         22.797          0.359               12.573          0.013          0.154
     04/07/2017              40            185         30.510         20.690         24.430          1.411          1.406          1.000         10.460          5.230          5.230          1.000          2.811          2.811          1.861         13.958          744.9            0.0                0.886         13.758          0.571        121.602          4.503         24.076          0.375               12.641          0.013          0.161
     05/07/2017              41            186         30.070         20.990         26.050          1.502          1.417          1.000         11.204          5.602          5.602          1.000          2.953          2.953          1.897         15.430          800.9            0.0                0.981         14.736          0.592        130.927          4.527         25.787          0.363               13.995          0.013          0.156
     06/07/2017              42            187         34.400         20.170         29.190          1.593          1.428          1.000         11.335          5.668          5.668          1.000          4.351          4.351          1.303         17.903          857.6            0.0                1.142         14.909          0.613        140.914          4.548         26.090          0.317               16.295          0.013          0.136
     07/07/2017              43            188         30.190         20.010         26.190          1.693          1.438          1.000         12.514          6.257          6.257          1.000          3.428          3.428          1.825         16.584          920.1            0.0                1.046         16.458          0.633        151.019          4.571         28.802          0.377               14.936          0.013          0.163
     08/07/2017              44            189         32.370         16.910         26.150          1.795          1.449          1.000         12.959          6.479          6.479          1.000          4.441          4.441          1.459         17.094          984.9            0.0                1.076         17.044          0.654        162.174          4.592         29.827          0.379               15.364          0.013          0.164
     09/07/2017              45            190         34.830         18.980         28.390          1.898          1.459          1.000         13.227          6.613          6.613          1.000          5.178          5.178          1.277         19.117         1051.1            0.0                1.208         17.396          0.673        173.726          4.613         30.443          0.346               17.238          0.013          0.150
     10/07/2017              46            191         34.040         23.160         25.920          2.004          1.469          1.000         13.645          6.823          6.823          1.000          4.380          4.380          1.558         17.938         1119.3            0.0                1.103         17.947          0.692        185.516          4.637         31.407          0.380               15.749          0.013          0.165
     11/07/2017              47            192         34.930         21.680         21.910          2.111          1.479          1.000         13.898          6.949          6.949          1.000          4.598          4.598          1.511         15.554         1188.8            0.0                0.941         18.280          0.710        197.680          4.659         31.989          0.447               13.436          0.013          0.194
     12/07/2017              48            193         34.490         22.080         10.960          2.206          1.488          1.000         12.381          6.191          6.191          1.000          3.283          3.283          1.886          7.966         1250.7            0.0                0.455         16.284          0.727        210.070          4.683         28.497          0.777                6.492          0.012          0.338
     13/07/2017              49            194         30.990         19.640         20.290          2.326          1.496          1.000         15.660          7.830          7.830          1.000          4.022          4.022          1.947         15.036         1329.0            0.0                0.908         20.597          0.741        221.107          4.707         36.045          0.521               12.960          0.013          0.226
     14/07/2017              50            195         30.550         16.870         28.510          2.459          1.504          1.000         17.223          8.612          8.612          1.000          5.314          5.314          1.621         21.606         1415.1            0.0                1.343         22.653          0.758        235.067          4.729         39.642          0.399               19.173          0.013          0.173
     15/07/2017              51            196         35.500         17.090         28.080          2.588          1.512          1.000         16.894          8.447          8.447          1.000          6.800          6.800          1.242         21.759         1499.6            0.0                1.355         22.220          0.775        250.420          4.750         38.885          0.388               19.344          0.013          0.169
     16/07/2017              52            197         34.790         21.180         26.260          2.721          1.520          1.000         17.267          8.633          8.633          1.000          5.983          5.983          1.443         20.756         1585.9            0.0                1.263         22.710          0.790        265.480          4.774         39.743          0.416               18.031          0.013          0.181
     17/07/2017              53            198         35.440         19.790         26.040          2.857          1.526          1.000         17.759          8.880          8.880          1.000          6.536          6.536          1.359         20.965         1674.7            0.0                1.277         23.358          0.805        280.872          4.797         40.876          0.424               18.224          0.013          0.185
     18/07/2017              54            199         34.690         22.890         16.040          2.986          1.532          1.000         16.732          8.366          8.366          1.000          4.569          4.569          1.831         13.138         1758.4            0.0                0.754         22.006          0.819        296.704          4.822         38.510          0.637               10.762          0.012          0.278
     19/07/2017              55            200         35.790         23.640         27.250          3.126          1.537          1.000         18.250          9.125          9.125          1.000          6.408          6.408          1.424         22.653         1849.6            0.0                1.359         24.002          0.831        311.619          4.847         42.004          0.403               19.391          0.013          0.176
     20/07/2017              56            201         36.960         25.590         27.230          3.262          1.541          1.000         17.755          8.877          8.877          1.000          6.444          6.444          1.378         22.973         1938.4            0.0                1.364         23.352          0.844        327.887          4.871         40.866          0.386               19.463          0.013          0.169
     21/07/2017              57            202         36.720         24.650         24.810          3.403          1.545          1.000         18.355          9.178          9.178          1.000          6.389          6.389          1.437         21.207         2030.2            0.0                1.249         24.141          0.855        343.714          4.896         42.247          0.433               17.825          0.012          0.189
     22/07/2017              58            203         35.060         23.710         22.480          3.552          1.548          1.000         19.371          9.686          9.686          1.000          5.877          5.877          1.648         19.455         2127.0            0.0                1.140         25.477          0.865        360.076          4.922         44.586          0.498               16.271          0.012          0.218
     23/07/2017              59            204         32.860         19.740         28.150          3.719          1.551          1.000         21.686         10.843         10.843          1.000          6.927          6.927          1.565         24.653         2235.4            0.0                1.507         28.522          0.876        377.344          4.948         49.914          0.440               21.509          0.013          0.192
     24/07/2017              60            205         31.170         16.830         27.840          3.892          1.554          1.000         22.614         11.307         11.307          1.000          6.924          6.924          1.633         24.676         2348.5            0.0                1.501         29.743          0.886        396.676          4.974         52.050          0.458               21.422          0.013          0.201
     25/07/2017              61            206         35.810         18.910         27.020          4.045          1.557          0.971         21.286         10.794         10.643          1.000          8.099          7.865          1.353         24.219         2454.9            0.0                1.467         27.996          0.896        416.835          4.998         48.992          0.439               20.933          0.013          0.192
     26/07/2017              62            207         30.390         22.580          7.090          4.203          1.559          1.000         13.884         10.439         10.439          0.330          2.275          2.275          4.588          6.413         2559.3            0.0                0.390         18.260          0.904        435.809          5.000         31.955          1.628                5.563          0.013          0.474
     27/07/2017              63            208         31.530         21.070         23.100          4.370          1.561          1.000         22.667         17.043         17.043          0.330          5.858          5.858          2.909         21.073         2729.8            0.0                1.258         29.812          0.912        454.420          6.000         52.172          0.809               17.951          0.013          0.236
     28/07/2017              64            209         31.270         18.610         24.100          4.534          1.565          0.987         23.253         17.570         17.484          0.330          6.468          6.385          2.738         22.164         2904.6            0.0                1.327         30.583          0.920        476.794          6.071         53.521          0.789               18.936          0.013          0.230
     29/07/2017              65            210         30.980         16.760         26.860          4.600          1.504          0.781         21.658         18.285         16.284          0.330          7.212          5.636          2.890         24.884         3067.4            0.0                1.522         28.485          0.926        499.746          6.117         49.849          0.654               21.723          0.013          0.191
     30/07/2017              66            211         30.220         17.610         26.050          4.759          1.459          1.000         23.701         17.820         17.820          0.330          6.614          6.614          2.694         24.211         3245.6            0.0                1.461         31.173          0.929        521.124          6.163         54.552          0.736               20.857          0.013          0.214
     31/07/2017              67            212         30.260         15.950         21.970          4.903          1.454          1.000         22.624         17.011         17.011          0.330          6.198          6.198          2.745         20.547         3415.7            0.0                1.224         29.756          0.935        544.519          6.207         52.074          0.828               17.466          0.013          0.241
     01/08/2017              68            213         33.290         17.040         25.590          5.042          1.448          1.000         22.929         17.240         17.240          0.330          7.697          7.697          2.240         24.059         3588.1            0.0                1.458         30.157          0.940        566.850          6.252         52.775          0.717               20.803          0.013          0.209
     02/08/2017              69            214         32.630         18.620         25.460          5.176          1.442          1.000         23.067         17.344         17.344          0.330          7.242          7.242          2.395         24.051         3761.6            0.0                1.457         30.339          0.945        589.483          6.299         53.092          0.721               20.789          0.013          0.210
     03/08/2017              70            215         27.180         14.230         20.040          5.299          1.436          1.000         22.531         16.941         16.941          0.330          5.215          5.215          3.248         19.012         3931.0            0.0                1.124         29.634          0.949        612.252          6.335         51.859          0.891               16.048          0.012          0.259
     04/08/2017              71            216         27.200         11.740         26.790          5.428          1.429          1.000         24.020         18.060         18.060          0.330          6.612          6.612          2.731         25.510         4111.6            0.0                1.550         31.592          0.952        634.491          6.367         55.286          0.708               22.122          0.013          0.206
     05/08/2017              72            217         27.320         13.730         10.230          5.505          1.424          1.000         18.341         13.790         13.790          0.330          3.646          3.646          3.783          9.777         4249.5            0.0                0.572         24.122          0.956        658.201          6.402         42.214          1.411                8.162          0.012          0.410
     06/08/2017              73            218         26.660         15.430         15.860          5.602          1.420          1.000         21.336         16.042         16.042          0.330          4.250          4.250          3.774         15.193         4409.9            0.0                0.886         28.061          0.958        676.304          6.439         49.107          1.056               12.642          0.012          0.306
     07/08/2017              74            219         28.030         16.390         22.860          5.705          1.415          0.936         22.877         17.590         17.200          0.330          5.707          5.341          3.220         21.955         4581.9            0.0                1.321         30.088          0.960        697.364          6.479         52.654          0.783               18.858          0.013          0.227
     08/08/2017              75            220         29.940         15.550         26.550          5.810          1.409          1.000         24.026         18.064         18.064          0.330          7.123          7.123          2.536         25.566         4762.6            0.0                1.558         31.599          0.963        719.945          6.522         55.299          0.707               22.243          0.013          0.205
     09/08/2017              76            221         30.580         14.840         25.840          5.908          1.403          1.000         23.793         17.889         17.889          0.330          7.323          7.323          2.443         24.945         4941.5            0.0                1.519         31.293          0.965        743.660          6.564         54.763          0.717               21.687          0.013          0.208
     10/08/2017              77            222         31.870         17.540         23.030          5.992          1.396          1.000         22.918         17.231         17.231          0.330          6.873          6.873          2.507         22.283         5113.8            0.0                1.347         30.142          0.968        767.145          6.611         52.749          0.773               19.224          0.013          0.224
     11/08/2017              78            223         28.940         15.590         26.100          6.079          1.389          0.999         23.946         18.018         18.004          0.330          6.720          6.715          2.681         25.302         5293.8            0.0                1.546         31.494          0.969        789.766          6.651         55.115          0.712               22.065          0.013          0.206
     12/08/2017              79            224         29.350         15.790         24.120          6.151          1.382          0.916         22.686         17.627         17.057          0.330          6.489          5.946          2.869         23.428         5464.4            0.0                1.429         29.837          0.971        813.402          6.693         52.216          0.728               20.400          0.013          0.210
     13/08/2017              80            225         27.840         15.790         13.730          6.200          1.375          1.000         20.301         15.264         15.264          0.330          4.196          4.196          3.638         13.358         5617.0            0.0                0.780         26.701          0.973        835.795          6.733         46.726          1.143               11.138          0.012          0.330
     14/08/2017              81            226         30.160         17.350         15.510          6.250          1.368          1.000         20.809         15.646         15.646          0.330          4.969          4.969          3.149         15.109         5773.5            0.0                0.890         27.368          0.974        855.834          6.779         47.895          1.036               12.697          0.012          0.298
     15/08/2017              82            227         30.200         16.100          7.360          6.254          1.361          1.000         15.243         11.461         11.461          0.330          3.380          3.380          3.391          7.179         5888.1            0.0                0.437         20.049          0.975        876.373          6.822         35.085          1.597                6.230          0.013          0.459
     16/08/2017              83            228         28.470         19.350         10.920          6.283          1.353          1.000         18.557         13.953         13.953          0.330          3.282          3.282          4.251         10.658         6027.6            0.0                0.625         24.407          0.976        891.419          6.869         42.712          1.309                8.918          0.012          0.376
     17/08/2017              84            229         29.280         17.790         17.970          6.331          1.345          1.000         21.361         16.061         16.061          0.330          5.036          5.036          3.189         17.555         6188.2            0.0                1.051         28.094          0.977        909.736          6.914         49.165          0.915               14.998          0.012          0.262
     18/08/2017              85            230         30.680         15.990         24.100          6.342          1.337          0.775         20.142         16.987         15.145          0.330          6.816          5.281          2.868         23.571         6339.7            0.0                1.471         26.492          0.978        930.821          6.958         46.361          0.642               20.998          0.013          0.184
     19/08/2017              86            231         32.290         15.450         24.010          6.111          1.329          0.636         17.498         20.390         16.098          0.087          7.366          4.687          3.435         23.499         6469.3           71.2                1.491         23.014          0.979        950.703          7.000         40.275          0.685               21.278          0.013          0.160
